brewery,beer_name,beer_style,availability,aby,master_style,abv
Sierra Nevada Brewing Co.,Maple Scotch-Style Ale,Scotch Ale,,,Ale,7.3
Sierra Nevada Brewing Co.,Moxee-Moron,Imperial or Double India Pale Ale,,,IPA,7.5
Sierra Nevada Brewing Co.,Narwhal,American-Style Imperial Stout,Seasonal,,Stout,10.2
Sierra Nevada Brewing Co.,Narwhal Tawny Port Barrel Aged,American-Style Imperial Stout,,,Stout,11.4
Sierra Nevada Brewing Co.,Neomixicanus,American-Style India Pale Ale,,,IPA,6.5
Sierra Nevada Brewing Co.,No Middle Ground,American-Style India Pale Ale,,,IPA,6.9
Sierra Nevada Brewing Co.,Nooner Pilsner,American-Style Pilsener,,,Other,5.2
Sierra Nevada Brewing Co.,Nooner Session IPA,American-Style India Pale Ale,,,IPA,4.8
Sierra Nevada Brewing Co.,NXS,American-Style India Pale Ale,,,IPA,6.5
Sierra Nevada Brewing Co.,NxS IPA,Imperial or Double India Pale Ale,Limited,,IPA,9.0
Sierra Nevada Brewing Co.,Oatmeal Stout - Beer Camp #45,Oatmeal Stout,Limited,,Stout,9.0
Sierra Nevada Brewing Co.,Oh Saisonna,French & Belgian-Style Saison,,,Saison,8.3
Sierra Nevada Brewing Co.,Old Chico Crystal Wheat,American-Style Pale Ale,,,Pale Ale,4.8
Sierra Nevada Brewing Co.,Old Chico ESB,Extra Special Bitter,,,Other,
Sierra Nevada Brewing Co.,Old CHico Pale Bock,Traditional German-Style Bock,,,Other,
Sierra Nevada Brewing Co.,Otra Vez,Contemporary Gose,Year Round,,Other,4.5
Sierra Nevada Brewing Co.,Otra Vez Gose With Lime & Agave,Contemporary Gose,,,Other,4.9
Sierra Nevada Brewing Co.,Ovila Abbey Aged Dubbel,Belgian-Style Dubbel,,,Other,8.5
Sierra Nevada Brewing Co.,Ovila Abbey Brown Ale (With Mandarins and Cocoa),American-Style Brown Ale,,,Ale,7.0
Sierra Nevada Brewing Co.,Ovila Abbey Saison,French & Belgian-Style Saison,,,Saison,7.5
Sierra Nevada Brewing Co.,Ovila Abbey Saison (w/ Mandarin Oranges and Peppercorns),French & Belgian-Style Saison,,,Saison,7.5
Sierra Nevada Brewing Co.,Ovila Abbey Trippel,Belgian-Style Tripel,Limited,,Other,8.8
Sierra Nevada Brewing Co.,Ovila Abbey White,Belgian-Style White (or Wit) / Belgian-Style Wheat,,,Other,5.3
Sierra Nevada Brewing Co.,Ovila Belgian Golden Ale,Belgian-Style Pale Strong Ale,Limited,,Ale,8.5
Sierra Nevada Brewing Co.,Ovila Dubbel,Belgian-Style Dubbel,,,Other,7.5
Sierra Nevada Brewing Co.,Ovila Dubbel Barrel-Aged,Wood- and Barrel-Aged Beer,,,Other,10.8
Sierra Nevada Brewing Co.,Ovila Golden With Pomegranates,Golden or Blonde Ale,,,Ale,8.5
Sierra Nevada Brewing Co.,Ovila Quad,Belgian-Style Tripel,,,Other,10.5
Sierra Nevada Brewing Co.,Ovila Quad Brandy Barrel-Aged,Belgian-Style Quadrupel,Limited,,Other,10.1
Sierra Nevada Brewing Co.,Ovila Wood-Aged Saison,French & Belgian-Style Saison,,,Saison,7.8
Sierra Nevada Brewing Co.,Pale Ale,American-Style Pale Ale,Year Round,,Pale Ale,5.6
Sierra Nevada Brewing Co.,Passion Fruit Milkshake Ipa,Juicy or Hazy India Pale Ale,,,IPA,6.2
Sierra Nevada Brewing Co.,Pat-Rye-Ot,American-Style Pale Ale,,,Pale Ale,5.6
Sierra Nevada Brewing Co.,Peach IPA,American-Style India Pale Ale,,,IPA,5.8
Sierra Nevada Brewing Co.,Pitch-A-Tent,Specialty Beer,Limited,,Other,9.0
Sierra Nevada Brewing Co.,Port Barrel Aged Biere De Garde,French-Style Bière de Garde,,,Other,10.2
Sierra Nevada Brewing Co.,Porter,Brown Porter,,,Porter,5.6
Sierra Nevada Brewing Co.,Rain Check,Specialty Stouts,,,Other,
Sierra Nevada Brewing Co.,Red Ryeot,Rye Ale or Lager with or without Yeast,,,Other,6.5
Sierra Nevada Brewing Co.,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),American-Style Amber/Red Ale,,,Ale,8.0
Sierra Nevada Brewing Co.,Resilience Butte County Proud IPA,American-Style India Pale Ale,,,IPA,6.8
Sierra Nevada Brewing Co.,Return of the Red Eye IPA,American-Style India Pale Ale,Limited,,IPA,6.5
Sierra Nevada Brewing Co.,River Ryed Rye IPA,Rye Ale or Lager with or without Yeast,,,Other,6.0
Sierra Nevada Brewing Co.,Ruthless Rye IPA,American-Style India Pale Ale,Limited,,IPA,6.6
Sierra Nevada Brewing Co.,Rye Ale (Aged in Sagamore Rye Whiskey Barrels),Rye Ale or Lager with or without Yeast,,,Other,9.2
Sierra Nevada Brewing Co.,Rye Way 117,Specialty Honey Lager or Ale,,,Ale,7.4
Sierra Nevada Brewing Co.,Ryeday the 13th,Rye Ale or Lager with or without Yeast,,,Other,5.5
Sierra Nevada Brewing Co.,Scotch Ale Project 1 Blanton's,Scottish-Style Heavy Ale,,,Ale,11.3
Sierra Nevada Brewing Co.,Scotch Ale Project 2 Buffalo Trace,Scottish-Style Heavy Ale,,,Ale,11.3
Sierra Nevada Brewing Co.,Scotch Ale Project 2 Eagle Rare,Scottish-Style Heavy Ale,,,Ale,11.3
Sierra Nevada Brewing Co.,Scotch-Style Ale,Scotch Ale,,,Ale,7.3
Sierra Nevada Brewing Co.,Session Rye,Rye Ale or Lager with or without Yeast,,,Other,4.5
Sierra Nevada Brewing Co.,Shamrock'n Rye Ale,Rye Ale or Lager with or without Yeast,Limited,,Other,6.6
Sierra Nevada Brewing Co.,Sidcar Orange IPA,American-Style India Pale Ale,,,IPA,6.8
Sierra Nevada Brewing Co.,SideCar,American-Style Amber/Red Ale,,,Ale,5.6
Sierra Nevada Brewing Co.,Sidecar Orange Pale Ale,American-Style Pale Ale,,,Pale Ale,5.6
Sierra Nevada Brewing Co.,Sierra Nevada Torpedo Cask,American-Style India Pale Ale,,,IPA,7.2
Sierra Nevada Brewing Co.,Sierraveza,American-Style Light (Low Calorie) Lager,,,Lager,5.0
Sierra Nevada Brewing Co.,Simmer Down Brown,American-Style Brown Ale,Limited,,Ale,7.0
Sierra Nevada Brewing Co.,Single Hop Amarillo IPA,American-Style India Pale Ale,,,IPA,6.7
Sierra Nevada Brewing Co.,Single Hop Cascade IPA,American-Style India Pale Ale,Seasonal,,IPA,6.3
Sierra Nevada Brewing Co.,Single Hop Citra IPL,American-Style Lager,,,Lager,5.5
Sierra Nevada Brewing Co.,Single Hop El Dorado Session IPA,Session India Pale Ale,,,IPA,4.6
Sierra Nevada Brewing Co.,Single Hop Mosaic Double IPA,Imperial or Double India Pale Ale,,,IPA,6.6
Sierra Nevada Brewing Co.,Six Rights IPA -  Beer Camp,American-Style India Pale Ale,,,IPA,8.0
Sierra Nevada Brewing Co.,SkiEsta,American-Style Lager,,,Lager,5.2
Sierra Nevada Brewing Co.,Sleight of Hand,Specialty Beer,Limited,,Other,8.3
Sierra Nevada Brewing Co.,Snow Cone IPA,American-Style India Pale Ale,Limited,,IPA,7.0
Sierra Nevada Brewing Co.,Snow Wit,American-Style India Pale Ale,,,IPA,5.7
Sierra Nevada Brewing Co.,So Fresh & So Keene IPA,American-Style India Pale Ale,Not Available,,IPA,6.5
Sierra Nevada Brewing Co.,Solar Storm - Beer Camp #71,American-Style India Pale Ale,,,IPA,5.8
Sierra Nevada Brewing Co.,Southern Gothic Session Pils,German-Style Pilsener,,,Other,5.6
Sierra Nevada Brewing Co.,Southern Hemisphere Harvest,American-Style Pale Ale,Limited,,Pale Ale,6.7
Sierra Nevada Brewing Co.,Southern Hemisphere Session IPA,Session India Pale Ale,,,IPA,4.6
Sierra Nevada Brewing Co.,Steady As She Gose,Leipzig-Style Gose,,,Other,5.7
Sierra Nevada Brewing Co.,Stout,American-Style Stout,Year Round,,Stout,5.8
Sierra Nevada Brewing Co.,Summerfest,American-Style Lager,Summer,,Lager,5.0
Sierra Nevada Brewing Co.,Sweet Sunny South,Belgian-Style Table Beer,,,Other,4.9
Sierra Nevada Brewing Co.,Tater Ridge - Beer Camp Across America,Scottish-Style Heavy Ale,Limited,,Ale,7.0
Sierra Nevada Brewing Co.,Torpedo Extra IPA,American-Style India Pale Ale,Year Round,,IPA,7.2
Sierra Nevada Brewing Co.,Trip In The Woods,Scotch Ale,,,Ale,9.6
Sierra Nevada Brewing Co.,Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,American-Style Imperial Stout,Limited,,Stout,9.8
Sierra Nevada Brewing Co.,Trip In the Woods Biere De Garde,French-Style Bière de Garde,,,Other,9.8
Sierra Nevada Brewing Co.,Trip in the Woods Madeira Quad,Belgian-Style Quadrupel,,,Other,10.5
Sierra Nevada Brewing Co.,Trip in the Woods NARWHAL,Wood- and Barrel-Aged Strong Beer,,,Other,9.8
Sierra Nevada Brewing Co.,Trip In the Woods Rum Barrel Aged Quad,Belgian-Style Quadrupel,,,Other,9.8
Sierra Nevada Brewing Co.,Trip in the Woods Spiced Belgian Quad,Belgian-Style Quadrupel,,,Other,13.4
Sierra Nevada Brewing Co.,Trip in the Woods: Barrel Aged Ginger Bigfoot,American-Style Barley Wine Ale,,,Ale,11.4
Sierra Nevada Brewing Co.,Trip In the Woods: Cocoa Coconut Narwhal,American-Style Imperial Stout,,,Stout,11.8
Sierra Nevada Brewing Co.,Trip in the Woods: Maple Scotch,Scotch Ale,,,Ale,9.8
Sierra Nevada Brewing Co.,Trip In the Woods: Rye Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,,,Other,9.6
Sierra Nevada Brewing Co.,Trip In The Woods: Tawny Narwhal,British-Style Imperial Stout,,,Stout,11.4
Sierra Nevada Brewing Co.,Trip In the Woods: Tequila-Barrel-Aged Otra Vez,Contemporary Gose,,,Other,7.5
Sierra Nevada Brewing Co.,Tropical Torpedo,American-Style India Pale Ale,,,IPA,6.7
Sierra Nevada Brewing Co.,Tumbler,American-Style Brown Ale,Seasonal,,Ale,5.5
Sierra Nevada Brewing Co.,Twin Peaks,American-Style Pale Ale,Year Round,,Pale Ale,5.0
Sierra Nevada Brewing Co.,Two-Headed Ruthless Rye IPA,Rye Ale or Lager with or without Yeast,Limited,,Other,9.7
Sierra Nevada Brewing Co.,Unfiltered Wheat Beer,American-Style Wheat Beer,,,Wheat Beer,4.4
Sierra Nevada Brewing Co.,Unibrown,American-Style Brown Ale,,,Ale,7.1
Sierra Nevada Brewing Co.,Vienna,Vienna-Style Lager,,,Lager,5.3
Sierra Nevada Brewing Co.,Weizenbock - Beer Camp #37,South German-Style Weizenbock / Weissbock,,,Other,6.8
Sierra Nevada Brewing Co.,West Latitude Session Rye,Rye Ale or Lager with or without Yeast,,,Other,5.5
Sierra Nevada Brewing Co.,Wheat Of The Moment,American-Style Wheat Beer,,,Wheat Beer,5.7
Sierra Nevada Brewing Co.,Why Not?,French & Belgian-Style Saison,,,Saison,6.5
Sierra Nevada Brewing Co.,Wild Little Thing,American-Style Sour Ale,Year Round,,Ale,5.5
Sierra Nevada Brewing Co.,Wintertide Ale,Herb and Spice Beer,,,Other,6.0
Sierra Nevada Brewing Co.,Witbier with Grapefruit,Fruit Beer,,,Other,7.0
Sierra Nevada Brewing Co.,Yippe Rye Aye!,American-Style Wheat Beer,,,Wheat Beer,5.9
Sierra Nevada Brewing Co.,Zappa Wild Stache,American-Style India Pale Ale,,,IPA,7.3
New Belgium Brewing,1554,Belgian-Style Dark Strong Ale,Year Round,,Ale,6.0
New Belgium Brewing,1969 Lager,American-Style Lager,Year Round,,Lager,4.7
New Belgium Brewing,Abbey,Belgian-Style Dubbel,Year Round,,Other,7.0
New Belgium Brewing,Accumulation White IPA,American-Style India Pale Ale,Limited,,IPA,6.2
New Belgium Brewing,Belgian Stout,American-Style Stout,,,Stout,7.0
New Belgium Brewing,Citradelic Tangerine IPA,American-Style India Pale Ale,Year Round,,IPA,6.0
New Belgium Brewing,Cold Brew Cream Ale,American-Style Cream Ale or Lager,Limited,,Lager,5.0
New Belgium Brewing,Dayblazer,Golden or Blonde Ale,Year Round,,Ale,4.8
New Belgium Brewing,Fat Tire Amber Ale,American-Style Amber/Red Ale,Year Round,,Ale,5.2
New Belgium Brewing,Fat Tire Belgian White,Belgian-Style White (or Wit) / Belgian-Style Wheat,Year Round,,Other,5.2
New Belgium Brewing,Felix Aged in Apple Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,Limited,,Other,8.8
New Belgium Brewing,Glütiny Pale Ale,American-Style Pale Ale,Year Round,,Pale Ale,6.0
New Belgium Brewing,Guava Sour,Wood- and Barrel-Aged Sour Beer,Limited,,Other,6.2
New Belgium Brewing,Honey Orange Tripel,Belgian-Style Tripel,Year Round,,Other,10.0
New Belgium Brewing,L'Amour en Cage,Wood- and Barrel-Aged Sour Beer,Limited,,Other,7.5
New Belgium Brewing,La Folie,Wood- and Barrel-Aged Sour Beer,Limited,,Other,7.0
New Belgium Brewing,Le Terroir,Wood- and Barrel-Aged Sour Beer,Limited,,Other,7.5
New Belgium Brewing,Mountain Time,American-Style Lager,Year Round,,Lager,4.4
New Belgium Brewing,Mural Agua Fresca Cerveza,Fruit Beer,Year Round,,Other,4.0
New Belgium Brewing,Nitro Cold Brew Cream Ale,American-Style Cream Ale or Lager,Limited,,Lager,5.0
New Belgium Brewing,Oakspire Bourbon Barrel Ale,Strong Ale,Limited,,Ale,9.0
New Belgium Brewing,Old Aggie,Vienna-Style Lager,Year Round,,Lager,4.7
New Belgium Brewing,Old Tuffy,American-Style Lager,Year Round,,Lager,4.7
New Belgium Brewing,Oscar Aged In Blackberry Whiskey Barrels,Wood- and Barrel-Aged Sour Beer,Limited,,Other,8.8
New Belgium Brewing,Oscar Worthy Coffee,Wood- and Barrel-Aged Sour Beer,Limited,,Other,7.6
New Belgium Brewing,Passion Fruit Kölsch,German-Style Kölsch / Köln-Style Kölsch,Limited,,Other,4.0
New Belgium Brewing,Peach Kick,American-Style Sour Ale,Limited,,Ale,4.3
New Belgium Brewing,Pilsener,Bohemian-Style Pilsener,Year Round,,Other,4.8
New Belgium Brewing,Single Foeder Felix #4,Wood- and Barrel-Aged Sour Beer,Limited,,Other,7.7
New Belgium Brewing,Single Foeder Felix No 61,American-Style Sour Ale,,,Ale,8.5
New Belgium Brewing,Single Foeder Oscar #65,Wild Beer,,,Other,8.5
New Belgium Brewing,Snow Day,American-Style Black Ale,Limited,,Ale,6.2
New Belgium Brewing,Tap In Golden Ale,Golden or Blonde Ale,,,Ale,4.8
New Belgium Brewing,The Hemperor HPA,American-Style India Pale Ale,Year Round,,IPA,7.0
New Belgium Brewing,Transatlantique Kriek,Wood- and Barrel-Aged Sour Beer,Limited,,Other,6.2
New Belgium Brewing,Trippel,Belgian-Style Tripel,Year Round,,Other,8.5
New Belgium Brewing,Voodoo Ranger American Haze,Juicy or Hazy India Pale Ale,Year Round,,IPA,5.0
New Belgium Brewing,Voodoo Ranger Atomic Pumpkin,Pumpkin Beer,Limited,,Other,6.4
New Belgium Brewing,Voodoo Ranger Hop Avenger IPA,American-Style India Pale Ale,Limited,,IPA,7.7
New Belgium Brewing,Voodoo Ranger Imperial IPA,Imperial or Double India Pale Ale,Year Round,,IPA,9.0
New Belgium Brewing,Voodoo Ranger IPA,American-Style India Pale Ale,Year Round,,IPA,7.0
New Belgium Brewing,Voodoo Ranger Juicifer IPA,Juicy or Hazy India Pale Ale,Limited,,IPA,7.7
New Belgium Brewing,Voodoo Ranger Juicy Haze IPA,Juicy or Hazy India Pale Ale,Year Round,,IPA,7.5
New Belgium Brewing,Voodoo Ranger Liquid Paradise IPA,American-Style India Pale Ale,Limited,,IPA,7.8
New Belgium Brewing,Voodoo Ranger Starship IPA,American-Style India Pale Ale,Limited,,IPA,7.7
New Belgium Brewing,Where I Live,Wood- and Barrel-Aged Sour Beer,Limited,,Other,6.0
New Belgium Brewing,Belgian Stout,American-Style Stout,,,Stout,7.0
Ass Clown Brewing Company,A Great Day For A Beer,American-Style Pilsener,,,Other,4.3
Ass Clown Brewing Company,Amber Ale,American-Style Amber/Red Ale,,,Ale,6.2
Ass Clown Brewing Company,Apricot Seed Pale Ale,American-Style Pale Ale,Year Round,,Pale Ale,
Ass Clown Brewing Company,Bartender's Choice,Imperial or Double India Pale Ale,,,IPA,6.5
Ass Clown Brewing Company,Betwixt 2 Berries,American-Style Sour Ale,,,Ale,6.5
Ass Clown Brewing Company,Black Black Gose,Contemporary Gose,,,Other,3.8
Ass Clown Brewing Company,Brewer's IPA,Session India Pale Ale,,,IPA,5.0
Ass Clown Brewing Company,Chocolate Pumpkin Brown Ale,Herb and Spice Beer,Seasonal,,Other,
Ass Clown Brewing Company,Clown Around,American-Style Sour Ale,,,Ale,6.8
Ass Clown Brewing Company,Coffee Cascara Brown,American-Style Brown Ale,,,Ale,6.5
Ass Clown Brewing Company,Coffee Tequila Oatmeal Stout,Oatmeal Stout,Seasonal,,Stout,
Ass Clown Brewing Company,Cul Du Bouffon,French & Belgian-Style Saison,,,Saison,5.3
Ass Clown Brewing Company,Dark Chocolate Blueberry Porter,Robust Porter,Year Round,,Porter,
Ass Clown Brewing Company,Dark Chocolate Cherry Porter,Brown Porter,Limited,,Porter,
Ass Clown Brewing Company,Dark Chocolate Sea Salt Stout,American-Style Stout,Year Round,,Stout,7.1
Ass Clown Brewing Company,Directionally Challenged,American-Style India Pale Ale,Limited,,IPA,5.5
Ass Clown Brewing Company,Double Cheek IPA,Imperial or Double India Pale Ale,,,IPA,8.27
Ass Clown Brewing Company,Evolved,American-Style Sour Ale,,,Ale,6.5
Ass Clown Brewing Company,Experimental Clown,American-Style India Pale Ale,,,IPA,6.0
Ass Clown Brewing Company,Fermenter #1,American-Style India Pale Ale,,,IPA,6.8
Ass Clown Brewing Company,Figgatude,American-Style Pale Ale,,,Pale Ale,5.8
Ass Clown Brewing Company,Fresh Hop Simcoe IPA,American-Style India Pale Ale,Seasonal,,IPA,
Ass Clown Brewing Company,Ghost Chili Pepper IPA,American-Style Pale Ale,,,Pale Ale,6.7
Ass Clown Brewing Company,Gingerbread Brown Ale,American-Style Brown Ale,,,Ale,6.6
Ass Clown Brewing Company,Hazelnut Nut Brown Ale,American-Style Brown Ale,Seasonal,,Ale,
Ass Clown Brewing Company,Honey Kolsch,German-Style Kölsch / Köln-Style Kölsch,,,Other,
Ass Clown Brewing Company,Hop Pollen,American-Style India Pale Ale,Seasonal,,IPA,6.0
Ass Clown Brewing Company,Imperial Dark Chocolate Black Truffle Sea Salt Stout,American-Style Imperial Stout,,,Stout,11.5
Ass Clown Brewing Company,Imperial IPA,Imperial or Double India Pale Ale,Seasonal,,IPA,8.0
Ass Clown Brewing Company,India Brown Ale,Specialty Beer,Limited,,Other,
Ass Clown Brewing Company,IPA,American-Style India Pale Ale,,,IPA,6.7
Ass Clown Brewing Company,Jasmine Tea IPA,American-Style India Pale Ale,,,IPA,6.8
Ass Clown Brewing Company,Lemon Blonde,Golden or Blonde Ale,,,Ale,
Ass Clown Brewing Company,Lemon Wheat IPA,American-Style India Pale Ale,Limited,,IPA,
Ass Clown Brewing Company,Little Ass Sour,Wild Beer,Seasonal,,Other,4.8
Ass Clown Brewing Company,Mosiac Wet Hop IPA,American-Style India Pale Ale,Summer,,IPA,6.9
Ass Clown Brewing Company,Orange Citrus IPA,American-Style India Pale Ale,Year Round,,IPA,6.7
Ass Clown Brewing Company,PARTLY CLOUDY WITH A CHANCE OF FUN,American-Style India Pale Ale,,,IPA,6.5
Ass Clown Brewing Company,Peach Fig Pale Ale,American-Style Pale Ale,Year Round,,Pale Ale,
Ass Clown Brewing Company,Plum Sour,American-Style Sour Ale,,,Ale,5.5
Ass Clown Brewing Company,Poplar Brown Ale,American-Style Brown Ale,Year Round,,Ale,
Ass Clown Brewing Company,Pumpkin IPA,American-Style India Pale Ale,Seasonal,,IPA,6.7
Ass Clown Brewing Company,Raspberry Mint IPA,American-Style Black Ale,Limited,,Ale,6.8
Ass Clown Brewing Company,Rose Hip Hibiscus Blonde,Golden or Blonde Ale,,,Ale,5.5
Ass Clown Brewing Company,Scared of Clowns,American-Style Sour Ale,,,Ale,
Ass Clown Brewing Company,She Said Her Name Was Cherri,American-Style Sour Ale,,,Ale,7.0
Ass Clown Brewing Company,Smoked Maple Syrup Black Ale,Specialty Beer,Limited,,Other,
Ass Clown Brewing Company,Smoked Scotch Ale,Smoke Beer (Lager or Ale),Seasonal,,Other,
Ass Clown Brewing Company,Starfruit Tart,American-Style Sour Ale,Year Round,,Ale,6.0
Ass Clown Brewing Company,Tie Up Pale Ale,American-Style Pale Ale,,,Pale Ale,5.8
Ass Clown Brewing Company,Trending IPA,American-Style India Pale Ale,,,IPA,6.7
Ass Clown Brewing Company,Unstable Clown,American-Style India Pale Ale,,,IPA,6.7
Ass Clown Brewing Company,Vanilla Bean Chocolate Brown Ale,American-Style Brown Ale,Limited,,Ale,
Ass Clown Brewing Company,Word,American-Style India Pale Ale,,,IPA,6.8
Ass Clown Brewing Company,Directionally Challenged,American-Style India Pale Ale,Limited,,IPA,5.5
Ass Clown Brewing Company,Directionally Challenged,American-Style India Pale Ale,Limited,,IPA,5.5
Barrel Culture,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,,,Other,5.0
Barrel Culture,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,,,Other,5.0
Barrel Culture,Game Over (Passionfruit & Guava),Wood- and Barrel-Aged Sour Beer,,,Other,5.0
Billy Beer Inc,Billy Beer,American-Style Light (Low Calorie) Lager,Year Round,,Lager,3.2
Billy Beer Inc,Billy's Wild Weekend,American-Style Lager,Year Round,,Lager,4.43
Billy Beer Inc,The Wonderworker,Belgian-Style Tripel,,,Other,8.1
Catawba Brewing Co.,Astral Bootie,Session India Pale Ale,,,IPA,4.5
Catawba Brewing Co.,Barley's Best Bitter,Special Bitter or Best Bitter,,,Other,4.75
Catawba Brewing Co.,Barrel Aged Hooligan Scotch Ale,Scottish-Style Heavy Ale,,,Ale,8.5
Catawba Brewing Co.,Black Dome,American-Style Stout,Year Round,,Stout,6.0
Catawba Brewing Co.,Brown Bear,American-Style Brown Ale,Year Round,,Ale,5.2
Catawba Brewing Co.,CLT IPA,American-Style India Pale Ale,,,IPA,7.2
Catawba Brewing Co.,Deep State Baltic Porter,Baltic-Style Porter,Limited,,Porter,7.2
Catawba Brewing Co.,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,,,Other,0.0
Catawba Brewing Co.,Emperor Charlemagne,Wood- and Barrel-Aged Sour Beer,Limited,,Other,9.6
Catawba Brewing Co.,Endless Trail Helles,Münchner (Munich)-Style Helles,,,Other,5.0
Catawba Brewing Co.,Farmer Brett,Brett Beer,,,Other,0.0
Catawba Brewing Co.,Farmer Ted's,American-Style Cream Ale or Lager,Year Round,,Lager,6.0
Catawba Brewing Co.,Festbier Lager,German-Style Märzen,,,Other,5.3
Catawba Brewing Co.,Firewater,American-Style India Pale Ale,Year Round,,IPA,6.0
Catawba Brewing Co.,Friki Tiki - Blood Orange,American-Style India Pale Ale,,,IPA,6.5
Catawba Brewing Co.,Friki Tiki - Guava,American-Style India Pale Ale,,,IPA,6.5
Catawba Brewing Co.,Honest Injun Stout,American-Style Stout,Year Round,,Stout,
Catawba Brewing Co.,Hooligan Scotch Ale,Scotch Ale,,,Ale,8.0
Catawba Brewing Co.,Hop Series #1 - The Nose,American-Style India Pale Ale,,,IPA,4.75
Catawba Brewing Co.,Hopness Monster IPA,American-Style India Pale Ale,,,IPA,6.5
Catawba Brewing Co.,Hyper Monkey Stout,American-Style Stout,Seasonal,,Stout,6.0
Catawba Brewing Co.,Indian Head Red Ale,American-Style Amber/Red Ale,Limited,,Ale,
Catawba Brewing Co.,King Coconut Porter,Robust Porter,Spring,,Porter,5.2
Catawba Brewing Co.,King Don's Pumpkin Ale,Pumpkin Beer,Fall,,Other,5.5
Catawba Brewing Co.,King Winterbolt,Herb and Spice Beer,Seasonal,,Other,7.0
Catawba Brewing Co.,LD's Belgian Tripel,Belgian-Style Tripel,,,Other,10.0
