index,brewery_id,brewery_inBusiness,beer_name,beer_style,abv,ibu_max,ibu_min,beer_id
2881,7ZSgjU,N,Bengal,American-Style India Pale Ale,NaN,70,50,lePjI9
2882,7ZSgjU,N,Cougar,American-Style Pale Ale,NaN,42,30,Ny8XRa
2883,7ZSgjU,N,Leopard's Tooth,Classic Irish-Style Dry Stout,NaN,40,30,0HrLb1
2884,7ZSgjU,N,LionHeart Scottish Ale,Scotch Ale,NaN,35,25,6syPcI
2885,7ZSgjU,N,Panther Paw,Baltic-Style Porter,NaN,40,35,9Kgv8i
2886,7ZSgjU,N,Southern Peach,Fruit Wheat Ale or Lager with or without Yeast,NaN,35,10,cba9kS
2887,V8Zeed,Y,A Kolsch With No Name,German-Style Kölsch / Köln-Style Kölsch,4.6,25,18,jgAhAX
2888,V8Zeed,Y,All Time Low,South German-Style Hefeweizen / Hefeweissbier,5,15,10,pGmjvi
2889,V8Zeed,Y,Churn Up,American-Style India Pale Ale,7.2,70,50,gDxAO1
2890,V8Zeed,Y,Dunka Dunka Burnin’ Love,South German-Style Dunkel Weizen / Dunkel Weissbier,5.5,15,10,adL7cq
2891,V8Zeed,Y,Imperial Bourbon Stout,American-Style Imperial Stout,10.5,80,50,3uEMEa
2892,V8Zeed,Y,Ol' Glory American Ale,American-Style Pale Ale,7.35,42,30,RaVY59
2893,V8Zeed,Y,Peanut Browns,Brown Porter,7.4,30,20,yJcJTP
2894,V8Zeed,Y,The Perfect Storm,American-Style India Pale Ale,5.9,70,50,Cx3vmH
2895,V8Zeed,Y,Wits And Giggles Belgian Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.4,17,10,LztVJy
2896,V8Zeed,Y,A Kolsch With No Name,German-Style Kölsch / Köln-Style Kölsch,4.6,25,18,jgAhAX
2897,V8Zeed,Y,All Time Low,South German-Style Hefeweizen / Hefeweissbier,5,15,10,pGmjvi
2898,V8Zeed,Y,Churn Up,American-Style India Pale Ale,7.2,70,50,gDxAO1
2899,V8Zeed,Y,Dunka Dunka Burnin’ Love,South German-Style Dunkel Weizen / Dunkel Weissbier,5.5,15,10,adL7cq
2900,V8Zeed,Y,Imperial Bourbon Stout,American-Style Imperial Stout,10.5,80,50,3uEMEa
2901,V8Zeed,Y,Ol' Glory American Ale,American-Style Pale Ale,7.35,42,30,RaVY59
2902,V8Zeed,Y,Peanut Browns,Brown Porter,7.4,30,20,yJcJTP
2903,V8Zeed,Y,The Perfect Storm,American-Style India Pale Ale,5.9,70,50,Cx3vmH
2904,V8Zeed,Y,Wits And Giggles Belgian Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.4,17,10,LztVJy
2905,V8Zeed,Y,A Kolsch With No Name,German-Style Kölsch / Köln-Style Kölsch,4.6,25,18,jgAhAX
2906,V8Zeed,Y,All Time Low,South German-Style Hefeweizen / Hefeweissbier,5,15,10,pGmjvi
2907,V8Zeed,Y,Churn Up,American-Style India Pale Ale,7.2,70,50,gDxAO1
2908,V8Zeed,Y,Dunka Dunka Burnin’ Love,South German-Style Dunkel Weizen / Dunkel Weissbier,5.5,15,10,adL7cq
2909,V8Zeed,Y,Imperial Bourbon Stout,American-Style Imperial Stout,10.5,80,50,3uEMEa
2910,V8Zeed,Y,Ol' Glory American Ale,American-Style Pale Ale,7.35,42,30,RaVY59
2911,V8Zeed,Y,Peanut Browns,Brown Porter,7.4,30,20,yJcJTP
2912,V8Zeed,Y,The Perfect Storm,American-Style India Pale Ale,5.9,70,50,Cx3vmH
2913,V8Zeed,Y,Wits And Giggles Belgian Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.4,17,10,LztVJy
2914,V8Zeed,Y,A Kolsch With No Name,German-Style Kölsch / Köln-Style Kölsch,4.6,25,18,jgAhAX
2915,V8Zeed,Y,All Time Low,South German-Style Hefeweizen / Hefeweissbier,5,15,10,pGmjvi
2916,V8Zeed,Y,Churn Up,American-Style India Pale Ale,7.2,70,50,gDxAO1
2917,V8Zeed,Y,Dunka Dunka Burnin’ Love,South German-Style Dunkel Weizen / Dunkel Weissbier,5.5,15,10,adL7cq
2918,V8Zeed,Y,Imperial Bourbon Stout,American-Style Imperial Stout,10.5,80,50,3uEMEa
2919,V8Zeed,Y,Ol' Glory American Ale,American-Style Pale Ale,7.35,42,30,RaVY59
2920,V8Zeed,Y,Peanut Browns,Brown Porter,7.4,30,20,yJcJTP
2921,V8Zeed,Y,The Perfect Storm,American-Style India Pale Ale,5.9,70,50,Cx3vmH
2922,V8Zeed,Y,Wits And Giggles Belgian Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.4,17,10,LztVJy
2923,2Qkw10,Y,Aka Manah,American-Style Imperial Stout,10.5,80,50,zikGFg
2924,2Qkw10,Y,Bears in the Woods Brown,American-Style Brown Ale,5.5,45,25,s2OAV3
2925,2Qkw10,Y,Beer 200,American-Style India Pale Ale,7.3,70,50,g3VZw5
2926,2Qkw10,Y,Beer Zoo Pineapple IPA,American-Style India Pale Ale,NaN,70,50,aaI0dN
2927,2Qkw10,Y,Boondock Saint Honey Trippel,Belgian-Style Tripel,9.2,45,20,zrYoHf
2928,2Qkw10,Y,Cabin Fever Stout,American-Style Stout,6.5,60,35,A83JaR
2929,2Qkw10,Y,Citropica,American-Style India Pale Ale,6.8,70,50,o7GCnC
2930,2Qkw10,Y,Comet IPA,American-Style India Pale Ale,7,70,50,L2Y1UP
2931,2Qkw10,Y,Countryside IPA,American-Style India Pale Ale,6,70,50,T4AXUF
2932,2Qkw10,Y,Dancin' In the Sand Mango Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.5,17,10,qff9UK
2933,2Qkw10,Y,Dark Falls CDA,American-Style Black Ale,5.5,70,50,UM6yeU
2934,2Qkw10,Y,Early Bird Blonde,Golden or Blonde Ale,5.1,25,15,mRm7js
2935,2Qkw10,Y,Foxhound American Ale,American-Style Pale Ale,5.6,42,30,JRYPgg
2936,2Qkw10,Y,French Summer Blonde,Golden or Blonde Ale,5.2,25,15,fUR3xy
2937,2Qkw10,Y,Gourd Have Mercy!,Pumpkin Beer,6.2,70,5,62Bepl
2938,2Qkw10,Y,Grapefruit IPA,American-Style India Pale Ale,NaN,70,50,c2T4P7
2939,2Qkw10,Y,High Tide Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,17,10,bCgSVE
2940,2Qkw10,Y,Honey Nut Amber,American-Style Amber/Red Ale,NaN,40,30,iCrfQA
2941,2Qkw10,Y,Imperiority Complex,Imperial Red Ale,10,85,55,yH2zEe
2942,2Qkw10,Y,Jubilee Session Amber,American-Style Amber/Red Ale,4.3,40,30,LJHP6n
2943,2Qkw10,Y,Lazy Creek Wheat,American-Style Wheat Beer,5.5,35,10,OlUvtJ
2944,2Qkw10,Y,Lunarcy Blonde Stout,American-Style Stout,6.8,60,35,mDedjT
2945,2Qkw10,Y,Moonlight White Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,17,10,OUHlWD
2946,2Qkw10,Y,Mountain Candy IPA,American-Style India Pale Ale,7.2,70,50,UZtmgm
2947,2Qkw10,Y,Naughty Bear,Specialty Beer,7,100,NaN,U8hWvq
2948,2Qkw10,Y,NC Watermelon Summer Sour,American-Style Sour Ale,5.1,NaN,NaN,eMJJiM
2949,2Qkw10,Y,Pakalolo,American-Style India Pale Ale,6.8,70,50,nsuTFk
2950,2Qkw10,Y,Peak Farm Double Pale Ale,American-Style Pale Ale,7.8,42,30,15Dk2k
2951,2Qkw10,Y,Peanut Butter Cookie,Brown Porter,6.1,30,20,Tov2Jz
2952,2Qkw10,Y,Pecan Amber,American-Style Amber/Red Ale,NaN,40,30,cYuP4d
2953,2Qkw10,Y,Pecan Session,American-Style Brown Ale,4.8,45,25,b6jLIt
2954,2Qkw10,Y,Pomegranate Pale,Fruit Beer,5.1,70,5,6fpmnv
2955,2Qkw10,Y,Pumpkin Amber,Pumpkin Beer,NaN,70,5,FuK3Wd
2956,2Qkw10,Y,Rainbow Dust,American-Style India Pale Ale,7,70,50,wvk2nR
2957,2Qkw10,Y,Salty Coconut Red Ale,American-Style Amber/Red Ale,6.5,40,30,mr1wnM
2958,2Qkw10,Y,Seashore Session IPA,Session India Pale Ale,5.2,NaN,NaN,Z5FW1z
2959,2Qkw10,Y,Silver Stag Belgian White IPA,Belgian-Style Pale Ale,6.6,30,20,Zwj1Pf
2960,2Qkw10,Y,South Mountain Cream Stout,Sweet or Cream Stout,6,25,15,XoKVR0
2961,2Qkw10,Y,Southerly Oat Pale Ale,American-Style Pale Ale,5.6,42,30,dOwYCB
2962,2Qkw10,Y,Southern Girl Blonde,Golden or Blonde Ale,5.1,25,15,xSxGoY
2963,2Qkw10,Y,Sticky Crystals,American-Style India Pale Ale,7.04,70,50,Kc1Ee0
2964,2Qkw10,Y,Strawberry Lemonade,Contemporary Gose,4,NaN,NaN,ZFSqws
2965,2Qkw10,Y,Sun Grown Lager,American-Style Lager,4.8,13,5,FCBSIs
2966,2Qkw10,Y,Sunburst Apricot Wheat,Fruit Wheat Ale or Lager with or without Yeast,5.3,35,10,SsF1Ox
2967,2Qkw10,Y,Sweet Potato Wheat,American-Style Wheat Beer,6.1,35,10,xEsMBN
2968,2Qkw10,Y,Tangerine One Point Five,American-Style India Pale Ale,7.5,70,50,4jZkkz
2969,2Qkw10,Y,Tropical Kush,American-Style India Pale Ale,7,70,50,BZBf6J
2970,2Qkw10,Y,Waffle Beer,German-Style Altbier,5.8,52,25,hn5UEk
2971,2Qkw10,Y,Wet Hop Countryside,American-Style India Pale Ale,6,70,50,ELi5nq
2972,2Qkw10,Y,White Hop Summer,American-Style India Pale Ale,7,70,50,B9x7jR
2973,2Qkw10,Y,Wild Blossom Cider,Common Cider,5.2,NaN,NaN,EBPc8V
2974,2Qkw10,Y,Winchester ESB,Extra Special Bitter,6.5,45,30,LPU3Wn
2975,2Qkw10,Y,Aka Manah,American-Style Imperial Stout,10.5,80,50,zikGFg
2976,2Qkw10,Y,Bears in the Woods Brown,American-Style Brown Ale,5.5,45,25,s2OAV3
2977,2Qkw10,Y,Beer 200,American-Style India Pale Ale,7.3,70,50,g3VZw5
2978,2Qkw10,Y,Beer Zoo Pineapple IPA,American-Style India Pale Ale,NaN,70,50,aaI0dN
2979,2Qkw10,Y,Boondock Saint Honey Trippel,Belgian-Style Tripel,9.2,45,20,zrYoHf
2980,2Qkw10,Y,Cabin Fever Stout,American-Style Stout,6.5,60,35,A83JaR
2981,2Qkw10,Y,Citropica,American-Style India Pale Ale,6.8,70,50,o7GCnC
2982,2Qkw10,Y,Comet IPA,American-Style India Pale Ale,7,70,50,L2Y1UP
2983,2Qkw10,Y,Countryside IPA,American-Style India Pale Ale,6,70,50,T4AXUF
2984,2Qkw10,Y,Dancin' In the Sand Mango Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.5,17,10,qff9UK
2985,2Qkw10,Y,Dark Falls CDA,American-Style Black Ale,5.5,70,50,UM6yeU
2986,2Qkw10,Y,Early Bird Blonde,Golden or Blonde Ale,5.1,25,15,mRm7js
2987,2Qkw10,Y,Foxhound American Ale,American-Style Pale Ale,5.6,42,30,JRYPgg
2988,2Qkw10,Y,French Summer Blonde,Golden or Blonde Ale,5.2,25,15,fUR3xy
2989,2Qkw10,Y,Gourd Have Mercy!,Pumpkin Beer,6.2,70,5,62Bepl
2990,2Qkw10,Y,Grapefruit IPA,American-Style India Pale Ale,NaN,70,50,c2T4P7
2991,2Qkw10,Y,High Tide Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,17,10,bCgSVE
2992,2Qkw10,Y,Honey Nut Amber,American-Style Amber/Red Ale,NaN,40,30,iCrfQA
2993,2Qkw10,Y,Imperiority Complex,Imperial Red Ale,10,85,55,yH2zEe
2994,2Qkw10,Y,Jubilee Session Amber,American-Style Amber/Red Ale,4.3,40,30,LJHP6n
2995,2Qkw10,Y,Lazy Creek Wheat,American-Style Wheat Beer,5.5,35,10,OlUvtJ
2996,2Qkw10,Y,Lunarcy Blonde Stout,American-Style Stout,6.8,60,35,mDedjT
2997,2Qkw10,Y,Moonlight White Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,17,10,OUHlWD
2998,2Qkw10,Y,Mountain Candy IPA,American-Style India Pale Ale,7.2,70,50,UZtmgm
2999,2Qkw10,Y,Naughty Bear,Specialty Beer,7,100,NaN,U8hWvq
3000,2Qkw10,Y,NC Watermelon Summer Sour,American-Style Sour Ale,5.1,NaN,NaN,eMJJiM
3001,2Qkw10,Y,Pakalolo,American-Style India Pale Ale,6.8,70,50,nsuTFk
3002,2Qkw10,Y,Peak Farm Double Pale Ale,American-Style Pale Ale,7.8,42,30,15Dk2k
3003,2Qkw10,Y,Peanut Butter Cookie,Brown Porter,6.1,30,20,Tov2Jz
3004,2Qkw10,Y,Pecan Amber,American-Style Amber/Red Ale,NaN,40,30,cYuP4d
3005,2Qkw10,Y,Pecan Session,American-Style Brown Ale,4.8,45,25,b6jLIt
3006,2Qkw10,Y,Pomegranate Pale,Fruit Beer,5.1,70,5,6fpmnv
3007,2Qkw10,Y,Pumpkin Amber,Pumpkin Beer,NaN,70,5,FuK3Wd
3008,2Qkw10,Y,Rainbow Dust,American-Style India Pale Ale,7,70,50,wvk2nR
3009,2Qkw10,Y,Salty Coconut Red Ale,American-Style Amber/Red Ale,6.5,40,30,mr1wnM
3010,2Qkw10,Y,Seashore Session IPA,Session India Pale Ale,5.2,NaN,NaN,Z5FW1z
3011,2Qkw10,Y,Silver Stag Belgian White IPA,Belgian-Style Pale Ale,6.6,30,20,Zwj1Pf
3012,2Qkw10,Y,South Mountain Cream Stout,Sweet or Cream Stout,6,25,15,XoKVR0
3013,2Qkw10,Y,Southerly Oat Pale Ale,American-Style Pale Ale,5.6,42,30,dOwYCB
3014,2Qkw10,Y,Southern Girl Blonde,Golden or Blonde Ale,5.1,25,15,xSxGoY
3015,2Qkw10,Y,Sticky Crystals,American-Style India Pale Ale,7.04,70,50,Kc1Ee0
3016,2Qkw10,Y,Strawberry Lemonade,Contemporary Gose,4,NaN,NaN,ZFSqws
3017,2Qkw10,Y,Sun Grown Lager,American-Style Lager,4.8,13,5,FCBSIs
3018,2Qkw10,Y,Sunburst Apricot Wheat,Fruit Wheat Ale or Lager with or without Yeast,5.3,35,10,SsF1Ox
3019,2Qkw10,Y,Sweet Potato Wheat,American-Style Wheat Beer,6.1,35,10,xEsMBN
3020,2Qkw10,Y,Tangerine One Point Five,American-Style India Pale Ale,7.5,70,50,4jZkkz
3021,2Qkw10,Y,Tropical Kush,American-Style India Pale Ale,7,70,50,BZBf6J
3022,2Qkw10,Y,Waffle Beer,German-Style Altbier,5.8,52,25,hn5UEk
3023,2Qkw10,Y,Wet Hop Countryside,American-Style India Pale Ale,6,70,50,ELi5nq
3024,2Qkw10,Y,White Hop Summer,American-Style India Pale Ale,7,70,50,B9x7jR
3025,2Qkw10,Y,Wild Blossom Cider,Common Cider,5.2,NaN,NaN,EBPc8V
3026,2Qkw10,Y,Winchester ESB,Extra Special Bitter,6.5,45,30,LPU3Wn
3027,2Qkw10,Y,Aka Manah,American-Style Imperial Stout,10.5,80,50,zikGFg
3028,2Qkw10,Y,Bears in the Woods Brown,American-Style Brown Ale,5.5,45,25,s2OAV3
3029,2Qkw10,Y,Beer 200,American-Style India Pale Ale,7.3,70,50,g3VZw5
3030,2Qkw10,Y,Beer Zoo Pineapple IPA,American-Style India Pale Ale,NaN,70,50,aaI0dN
3031,2Qkw10,Y,Boondock Saint Honey Trippel,Belgian-Style Tripel,9.2,45,20,zrYoHf
3032,2Qkw10,Y,Cabin Fever Stout,American-Style Stout,6.5,60,35,A83JaR
3033,2Qkw10,Y,Citropica,American-Style India Pale Ale,6.8,70,50,o7GCnC
3034,2Qkw10,Y,Comet IPA,American-Style India Pale Ale,7,70,50,L2Y1UP
3035,2Qkw10,Y,Countryside IPA,American-Style India Pale Ale,6,70,50,T4AXUF
3036,2Qkw10,Y,Dancin' In the Sand Mango Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.5,17,10,qff9UK
3037,2Qkw10,Y,Dark Falls CDA,American-Style Black Ale,5.5,70,50,UM6yeU
3038,2Qkw10,Y,Early Bird Blonde,Golden or Blonde Ale,5.1,25,15,mRm7js
3039,2Qkw10,Y,Foxhound American Ale,American-Style Pale Ale,5.6,42,30,JRYPgg
3040,2Qkw10,Y,French Summer Blonde,Golden or Blonde Ale,5.2,25,15,fUR3xy
3041,2Qkw10,Y,Gourd Have Mercy!,Pumpkin Beer,6.2,70,5,62Bepl
3042,2Qkw10,Y,Grapefruit IPA,American-Style India Pale Ale,NaN,70,50,c2T4P7
3043,2Qkw10,Y,High Tide Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,17,10,bCgSVE
3044,2Qkw10,Y,Honey Nut Amber,American-Style Amber/Red Ale,NaN,40,30,iCrfQA
3045,2Qkw10,Y,Imperiority Complex,Imperial Red Ale,10,85,55,yH2zEe
3046,2Qkw10,Y,Jubilee Session Amber,American-Style Amber/Red Ale,4.3,40,30,LJHP6n
3047,2Qkw10,Y,Lazy Creek Wheat,American-Style Wheat Beer,5.5,35,10,OlUvtJ
3048,2Qkw10,Y,Lunarcy Blonde Stout,American-Style Stout,6.8,60,35,mDedjT
3049,2Qkw10,Y,Moonlight White Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,17,10,OUHlWD
3050,2Qkw10,Y,Mountain Candy IPA,American-Style India Pale Ale,7.2,70,50,UZtmgm
3051,2Qkw10,Y,Naughty Bear,Specialty Beer,7,100,NaN,U8hWvq
3052,2Qkw10,Y,NC Watermelon Summer Sour,American-Style Sour Ale,5.1,NaN,NaN,eMJJiM
3053,2Qkw10,Y,Pakalolo,American-Style India Pale Ale,6.8,70,50,nsuTFk
3054,2Qkw10,Y,Peak Farm Double Pale Ale,American-Style Pale Ale,7.8,42,30,15Dk2k
3055,2Qkw10,Y,Peanut Butter Cookie,Brown Porter,6.1,30,20,Tov2Jz
3056,2Qkw10,Y,Pecan Amber,American-Style Amber/Red Ale,NaN,40,30,cYuP4d
3057,2Qkw10,Y,Pecan Session,American-Style Brown Ale,4.8,45,25,b6jLIt
3058,2Qkw10,Y,Pomegranate Pale,Fruit Beer,5.1,70,5,6fpmnv
3059,2Qkw10,Y,Pumpkin Amber,Pumpkin Beer,NaN,70,5,FuK3Wd
3060,2Qkw10,Y,Rainbow Dust,American-Style India Pale Ale,7,70,50,wvk2nR
3061,2Qkw10,Y,Salty Coconut Red Ale,American-Style Amber/Red Ale,6.5,40,30,mr1wnM
3062,2Qkw10,Y,Seashore Session IPA,Session India Pale Ale,5.2,NaN,NaN,Z5FW1z
3063,2Qkw10,Y,Silver Stag Belgian White IPA,Belgian-Style Pale Ale,6.6,30,20,Zwj1Pf
3064,2Qkw10,Y,South Mountain Cream Stout,Sweet or Cream Stout,6,25,15,XoKVR0
3065,2Qkw10,Y,Southerly Oat Pale Ale,American-Style Pale Ale,5.6,42,30,dOwYCB
3066,2Qkw10,Y,Southern Girl Blonde,Golden or Blonde Ale,5.1,25,15,xSxGoY
3067,2Qkw10,Y,Sticky Crystals,American-Style India Pale Ale,7.04,70,50,Kc1Ee0
3068,2Qkw10,Y,Strawberry Lemonade,Contemporary Gose,4,NaN,NaN,ZFSqws
3069,2Qkw10,Y,Sun Grown Lager,American-Style Lager,4.8,13,5,FCBSIs
3070,2Qkw10,Y,Sunburst Apricot Wheat,Fruit Wheat Ale or Lager with or without Yeast,5.3,35,10,SsF1Ox
3071,2Qkw10,Y,Sweet Potato Wheat,American-Style Wheat Beer,6.1,35,10,xEsMBN
3072,2Qkw10,Y,Tangerine One Point Five,American-Style India Pale Ale,7.5,70,50,4jZkkz
3073,2Qkw10,Y,Tropical Kush,American-Style India Pale Ale,7,70,50,BZBf6J
3074,2Qkw10,Y,Waffle Beer,German-Style Altbier,5.8,52,25,hn5UEk
3075,2Qkw10,Y,Wet Hop Countryside,American-Style India Pale Ale,6,70,50,ELi5nq
3076,2Qkw10,Y,White Hop Summer,American-Style India Pale Ale,7,70,50,B9x7jR
3077,2Qkw10,Y,Wild Blossom Cider,Common Cider,5.2,NaN,NaN,EBPc8V
3078,2Qkw10,Y,Winchester ESB,Extra Special Bitter,6.5,45,30,LPU3Wn
3079,GohZ7B,N,Buccaneer Brown Ale,American-Style Brown Ale,NaN,45,25,4YRPhu
3080,ajBhPo,Y,Mule Train,Imperial or Double India Pale Ale,7.7,100,65,NC5n8J
3081,ajBhPo,Y,Triple-Whirl,Belgian-Style Tripel,9,45,20,zVobHk
3082,D2uVZF,Y,Dr Rudi Orchard,American-Style India Pale Ale,6,70,50,loZD9C
3083,D2uVZF,Y,Iron Master Dry Irish Stout,Classic Irish-Style Dry Stout,4.5,40,30,F5SRkw
3084,D2uVZF,Y,Iron Master Plum Porter,Brown Porter,5.2,30,20,rPBFuN
3085,D2uVZF,Y,Orange Honey Wheat,American-Style Wheat Beer,5,35,10,9UqOzl
3086,D2uVZF,Y,Silver Comet,Imperial or Double India Pale Ale,8,100,65,cljdbV
3087,D2uVZF,Y,Silver Meteor IPA,American-Style India Pale Ale,6,70,50,IXfyXS
3088,D2uVZF,Y,Silver Star Pilsner,German-Style Pilsener,4.7,40,25,O8I1Id
3089,D2uVZF,Y,Stumptown Ale,American-Style Pale Ale,5,42,30,0S0pS4
3090,D2uVZF,Y,Sunland Kölsch,German-Style Kölsch / Köln-Style Kölsch,4.8,25,18,urOmgt
3091,D2uVZF,Y,Tidewater Red,American-Style Amber/Red Ale,5,40,30,XB7aqK
3092,RbLIUa,Y,Betio Blonde,Golden or Blonde Ale,4.7,25,15,VTSpYV
3093,RbLIUa,Y,Coastline Kölsch,German-Style Kölsch / Köln-Style Kölsch,6,25,18,Gq1DFd
3094,RbLIUa,Y,La Surfeza,American-Style Lager,5.4,13,5,t9k1P4
3095,RbLIUa,Y,Soundside,French & Belgian-Style Saison,6.3,40,20,MQdG0o
3096,RbLIUa,Y,Summer Sands,American-Style Light (Low Calorie) Lager,4.2,10,5,ykM4AF
3097,RbLIUa,Y,The Fog of Topsail,American-Style India Pale Ale,6,70,50,k6uRrN
3098,j3eQCh,Y,5 String,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.6,17,10,CmMo6g
3099,j3eQCh,Y,Blueberry Creme,American-Style Sour Ale,5.5,NaN,NaN,Ni5uQL
3100,j3eQCh,Y,Burnin' Bridges,American-Style Barley Wine Ale,9,100,60,6gz2TA
3101,j3eQCh,Y,Cardinal Gin Barrel Aged Philosopher's Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,9.9,17,10,KKtD1M
3102,j3eQCh,Y,Carolina Uncommon,French & Belgian-Style Saison,6.8,40,20,7BklLV
3103,j3eQCh,Y,Don't Tell Mama,American-Style India Pale Ale,6.9,70,50,WqAYsc
3104,j3eQCh,Y,Eat My Dust,Imperial or Double India Pale Ale,7.6,100,65,7Rz4WZ
3105,j3eQCh,Y,Fiddler's Daydream,Session India Pale Ale,4.9,NaN,NaN,k5G7ko
3106,j3eQCh,Y,Fiddler's Dream IPA,American-Style India Pale Ale,6.9,70,50,g9ERbN
3107,j3eQCh,Y,Fiddler's Nightmare,Imperial or Double India Pale Ale,9.5,100,65,yW4Bgd
3108,j3eQCh,Y,Flowers & Fire,French & Belgian-Style Saison,5.2,40,20,gx4cno
3109,j3eQCh,Y,Heart of Glass,Golden or Blonde Ale,5,25,15,MXKys8
3110,j3eQCh,Y,Hop Armada (Jarrylo),American-Style Pale Ale,5.6,42,30,rFRhkC
3111,j3eQCh,Y,It Was A Good Day,Imperial or Double India Pale Ale,8.2,100,65,ZHPHeK
3112,j3eQCh,Y,It's Always Sunny In Citradelphia,American-Style India Pale Ale,6.2,70,50,TePaoD
3113,j3eQCh,Y,Kenny Sours,Contemporary Gose,4.2,NaN,NaN,hkhq9o
3114,j3eQCh,Y,Kolsch Krusher,German-Style Kölsch / Köln-Style Kölsch,5.2,25,18,mHhtba
3115,j3eQCh,Y,Lily Bean Golden Stout,American-Style Stout,7.2,60,35,5VHp69
3116,j3eQCh,Y,Pleasant Livin',American-Style Pale Ale,5.8,42,30,uAk76U
3117,j3eQCh,Y,Raise Up,Imperial or Double India Pale Ale,8.25,100,65,WUSvFv
3118,j3eQCh,Y,Reality Crisis,Imperial or Double India Pale Ale,8.5,100,65,Q1E7Rp
3119,j3eQCh,Y,Reasonable Doubt,American-Style India Pale Ale,6.1,70,50,fYy6an
3120,j3eQCh,Y,Scruggsdiddlyumptious,American-Style India Pale Ale,7.7,70,50,wFZ9xk
3121,j3eQCh,Y,Steamcog,French & Belgian-Style Saison,5.3,40,20,ix8NVC
3122,j3eQCh,Y,T H I C C,Sweet or Cream Stout,6.8,25,15,cChh0c
3123,j3eQCh,Y,Weisse Bound And Down,Berliner-Style Weisse (Wheat),3.8,6,3,OtoPTy
3124,MOM2Mw,Y,Atherton White Ale,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.3,17,10,p70cOJ
3125,MOM2Mw,Y,Booty Call,Imperial or Double India Pale Ale,8.7,100,65,7CflTh
3126,MOM2Mw,Y,Breakfast in Heaven,Specialty Stouts,10,50,35,aTZ05R
3127,MOM2Mw,Y,Burn Down,American-Style Brown Ale,5,45,25,C76vPB
3128,MOM2Mw,Y,Burn Down For WHAT,American-Style Sour Ale,5.4,NaN,NaN,JgLMbc
3129,MOM2Mw,Y,Carrot Spice,Non-Alcoholic Kombucha,NaN,NaN,NaN,wq1B89
3130,MOM2Mw,Y,Chocolate Covered Raisins,American-Style Imperial Stout,10,80,50,L7XZBK
3131,MOM2Mw,Y,Citraphilia,American-Style India Pale Ale,6.2,70,50,M0fOfZ
3132,MOM2Mw,Y,Crosstown Traffic,American-Style Pale Ale,5.9,42,30,U5Nb26
3133,MOM2Mw,Y,Das Fest Bier,Vienna-Style Lager,5.6,28,22,DP0nCC
3134,MOM2Mw,Y,Dat Pale American Ale,American-Style Pale Ale,5.2,42,30,LsJLhg
3135,MOM2Mw,Y,Dry Hop'd Kettle Sour,American-Style Sour Ale,5.5,NaN,NaN,T7UTNz
3136,MOM2Mw,Y,Elite Beet,Non-Alcoholic Kombucha,NaN,NaN,NaN,EvgKDX
3137,MOM2Mw,Y,Fresh Basil,Non-Alcoholic Kombucha,NaN,NaN,NaN,iCZYpH
3138,MOM2Mw,Y,Good Ol' Ginger,Non-Alcoholic Kombucha,NaN,NaN,NaN,3kSEhB
3139,MOM2Mw,Y,Ground Up Coffee Stout,Sweet or Cream Stout,5.3,25,15,Z0wiwD
3140,MOM2Mw,Y,Johnny Rico Red IPA,American-Style India Pale Ale,6,70,50,aI9q85
3141,MOM2Mw,Y,Laughing Yogi,Belgian-Style Pale Ale,4.8,30,20,rVuGSJ
3142,MOM2Mw,Y,Lavenderade,Non-Alcoholic Kombucha,NaN,NaN,NaN,g4B2qc
3143,MOM2Mw,Y,Life In The South,American-Style Lager,4.2,13,5,znHIsV
3144,MOM2Mw,Y,Lost Rose,Non-Alcoholic Kombucha,NaN,NaN,NaN,TZ7wWP
3145,MOM2Mw,Y,Merry Cranberry,Non-Alcoholic Kombucha,NaN,NaN,NaN,KWIMyi
3146,MOM2Mw,Y,Mint Condition,Non-Alcoholic Kombucha,NaN,NaN,NaN,rFP8My
3147,MOM2Mw,Y,Name Drop Milkshake IPA,American-Style India Pale Ale,5.8,70,50,Lq7NmZ
3148,MOM2Mw,Y,No-Show Amber,American-Style Amber/Red Ale,6,40,30,c7071w
3149,MOM2Mw,Y,NoDa,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.3,17,10,CnHoEs
